time (milliseconds since 1970-01-01),shortwave (W/m^2),longwave (W/m^2)
1.06738776E12,1.05e-06,7.76e-06
1.06738782E12,1.02e-06,7.98e-06
1.06738788E12,9.27e-07,7.94e-06
1.06738794E12,9.40e-07,8.13e-06
1.067388E12,1.02e-06,8.41e-06
1.06738806E12,1.02e-06,8.51e-06
1.06738812E12,9.14e-07,8.32e-06
1.06738818E12,8.59e-07,8.04e-06
1.06738824E12,8.63e-07,7.98e-06
1.0673883E12,8.59e-07,7.91e-06
1.06738836E12,8.87e-07,7.96e-06
1.06738842E12,9.23e-07,8.04e-06
1.06738848E12,1.02e-06,8.32e-06
1.06738854E12,1.04e-06,8.41e-06
1.0673886E12,1.01e-06,8.39e-06
1.06738866E12,9.75e-07,8.36e-06
1.06738872E12,9.48e-07,8.28e-06
1.06738878E12,9.40e-07,8.26e-06
1.06738884E12,9.64e-07,8.36e-06
1.0673889E12,9.93e-07,8.51e-06
1.06738896E12,1.00e-06,8.57e-06
1.06738902E12,1.00e-06,8.63e-06
1.06738908E12,1.00e-06,8.67e-06
1.06738914E12,1.02e-06,8.73e-06
1.0673892E12,1.02e-06,8.81e-06
1.06738926E12,1.02e-06,8.85e-06
1.06738932E12,1.02e-06,8.89e-06
1.06738938E12,1.00e-06,8.91e-06
1.06738944E12,9.84e-07,8.87e-06
1.0673895E12,9.66e-07,8.81e-06
1.06738956E12,9.48e-07,8.77e-06
1.06738962E12,9.55e-07,8.77e-06
1.06738968E12,9.55e-07,8.77e-06
1.06738974E12,9.57e-07,8.75e-06
1.0673898E12,9.59e-07,8.79e-06
1.06738986E12,9.68e-07,8.81e-06
1.06738992E12,9.71e-07,8.83e-06
1.06738998E12,9.59e-07,8.81e-06
1.06739004E12,9.59e-07,8.77e-06
1.0673901E12,9.57e-07,8.77e-06
1.06739016E12,9.48e-07,8.77e-06
1.06739022E12,9.46e-07,8.79e-06
1.06739028E12,9.42e-07,8.81e-06
1.06739034E12,9.38e-07,8.81e-06
1.0673904E12,9.23e-07,8.77e-06
1.06739046E12,9.16e-07,8.75e-06
1.06739052E12,8.99e-07,8.71e-06
1.06739058E12,8.93e-07,8.67e-06
1.06739064E12,8.77e-07,8.63e-06
1.0673907E12,8.77e-07,8.61e-06
1.06739076E12,8.67e-07,8.59e-06
1.06739082E12,8.57e-07,8.53e-06
1.06739088E12,8.53e-07,8.47e-06
1.06739094E12,8.38e-07,8.41e-06
1.067391E12,8.36e-07,8.39e-06
1.06739106E12,8.36e-07,8.43e-06
1.06739112E12,8.39e-07,8.43e-06
1.06739118E12,8.39e-07,8.47e-06
1.06739124E12,8.32e-07,8.45e-06
1.0673913E12,8.17e-07,8.39e-06
1.06739136E12,7.93e-07,8.36e-06
1.06739142E12,7.67e-07,8.22e-06
1.06739148E12,7.43e-07,8.07e-06
1.06739154E12,7.23e-07,7.94e-06
1.0673916E12,7.10e-07,7.83e-06
1.06739166E12,6.93e-07,7.71e-06
1.06739172E12,6.81e-07,7.60e-06
1.06739178E12,6.71e-07,7.53e-06
1.06739184E12,6.71e-07,7.52e-06
1.0673919E12,7.06e-07,7.66e-06
1.06739196E12,8.26e-07,8.11e-06
1.06739202E12,1.06e-06,9.06e-06
1.06739208E12,1.32e-06,1.01e-05
1.06739214E12,1.46e-06,1.09e-05
1.0673922E12,1.47e-06,1.12e-05
1.06739226E12,1.42e-06,1.13e-05
1.06739232E12,1.31e-06,1.12e-05
1.06739238E12,1.19e-06,1.10e-05
1.06739244E12,1.09e-06,1.07e-05
1.0673925E12,1.01e-06,1.05e-05
1.06739256E12,9.31e-07,1.02e-05
1.06739262E12,8.71e-07,9.95e-06
1.06739268E12,8.32e-07,9.82e-06
1.06739274E12,8.02e-07,9.66e-06
1.0673928E12,7.67e-07,9.44e-06
1.06739286E12,7.28e-07,9.23e-06
1.06739292E12,6.82e-07,8.95e-06
1.06739298E12,6.43e-07,8.69e-06
1.06739304E12,6.07e-07,8.39e-06
1.0673931E12,5.73e-07,8.13e-06
1.06739316E12,5.42e-07,7.85e-06
1.06739322E12,5.27e-07,7.66e-06
1.06739328E12,5.06e-07,7.45e-06
1.06739334E12,4.82e-07,7.21e-06
1.0673934E12,4.63e-07,6.98e-06
1.06739346E12,4.47e-07,6.78e-06
1.06739352E12,4.30e-07,6.58e-06
1.06739358E12,4.14e-07,6.40e-06
1.06739364E12,4.07e-07,6.22e-06
1.0673937E12,3.93e-07,6.10e-06
1.06739376E12,3.86e-07,5.96e-06
1.06739382E12,3.81e-07,5.83e-06
1.06739388E12,3.67e-07,5.71e-06
1.06739394E12,3.66e-07,5.58e-06
1.067394E12,3.66e-07,5.48e-06
1.06739406E12,3.63e-07,5.42e-06
1.06739412E12,3.65e-07,5.37e-06
1.06739418E12,3.61e-07,5.32e-06
1.06739424E12,3.51e-07,5.24e-06
1.0673943E12,3.48e-07,5.16e-06
1.06739436E12,3.59e-07,5.15e-06
1.06739442E12,3.50e-07,5.12e-06
1.06739448E12,3.41e-07,5.05e-06
1.06739454E12,3.32e-07,5.01e-06
1.0673946E12,3.26e-07,4.97e-06
1.06739466E12,3.28e-07,4.97e-06
1.06739472E12,3.31e-07,5.00e-06
1.06739478E12,3.33e-07,4.99e-06
1.06739484E12,3.50e-07,5.05e-06
1.0673949E12,3.55e-07,5.11e-06
1.06739496E12,3.51e-07,5.07e-06
1.06739502E12,3.60e-07,5.08e-06
1.06739508E12,3.64e-07,5.07e-06
1.06739514E12,3.59e-07,5.00e-06
1.0673952E12,3.50e-07,4.94e-06
1.06739526E12,3.39e-07,4.86e-06
1.06739532E12,3.32e-07,4.78e-06
1.06739538E12,3.28e-07,4.78e-06
1.06739544E12,3.24e-07,4.74e-06
1.0673955E12,3.21e-07,4.70e-06
1.06739556E12,3.16e-07,4.63e-06
1.06739562E12,3.07e-07,4.56e-06
1.06739568E12,2.99e-07,4.49e-06
1.06739574E12,2.95e-07,4.47e-06
1.0673958E12,2.90e-07,4.41e-06
1.06739586E12,2.88e-07,4.39e-06
1.06739592E12,2.94e-07,4.40e-06
1.06739598E12,3.34e-07,4.68e-06
1.06739604E12,3.89e-07,4.95e-06
1.0673961E12,3.86e-07,5.06e-06
1.06739616E12,3.54e-07,5.01e-06
1.06739622E12,3.31e-07,4.93e-06
1.06739628E12,3.11e-07,4.79e-06
1.06739634E12,2.98e-07,4.67e-06
1.0673964E12,2.92e-07,4.61e-06
1.06739646E12,2.88e-07,4.56e-06
1.06739652E12,2.78e-07,4.50e-06
1.06739658E12,2.67e-07,4.38e-06
1.06739664E12,2.61e-07,4.29e-06
1.0673967E12,2.60e-07,4.24e-06
1.06739676E12,2.58e-07,4.20e-06
1.06739682E12,2.59e-07,4.17e-06
1.06739688E12,2.57e-07,4.12e-06
1.06739694E12,2.57e-07,4.06e-06
1.067397E12,2.64e-07,4.10e-06
1.06739706E12,2.66e-07,4.13e-06
1.06739712E12,2.68e-07,4.15e-06
1.06739718E12,2.76e-07,4.24e-06
1.06739724E12,3.01e-07,4.47e-06
1.0673973E12,3.30e-07,4.76e-06
1.06739736E12,3.49e-07,4.99e-06
1.06739742E12,3.64e-07,5.16e-06
1.06739748E12,3.83e-07,5.26e-06
1.06739754E12,3.90e-07,5.35e-06
1.0673976E12,3.82e-07,5.35e-06
1.06739766E12,3.62e-07,5.26e-06
1.06739772E12,3.47e-07,5.14e-06
1.06739778E12,3.39e-07,5.04e-06
1.06739784E12,3.34e-07,4.95e-06
1.0673979E12,3.27e-07,4.88e-06
1.06739796E12,3.24e-07,4.84e-06
1.06739802E12,3.19e-07,4.75e-06
1.06739808E12,3.07e-07,4.65e-06
1.06739814E12,2.97e-07,4.53e-06
1.0673982E12,2.85e-07,4.41e-06
1.06739826E12,2.75e-07,4.30e-06
1.06739832E12,2.64e-07,4.20e-06
1.06739838E12,2.58e-07,4.13e-06
1.06739844E12,2.56e-07,4.10e-06
1.0673985E12,2.53e-07,4.03e-06
1.06739856E12,2.76e-07,4.19e-06
1.06739862E12,2.85e-07,4.33e-06
1.06739868E12,2.91e-07,4.36e-06
1.06739874E12,2.62e-07,4.12e-06
1.0673988E12,2.57e-07,4.00e-06
1.06739886E12,2.43e-07,3.85e-06
1.06739892E12,2.36e-07,3.74e-06
1.06739898E12,2.33e-07,3.70e-06
1.06739904E12,2.27e-07,3.56e-06
1.0673991E12,2.26e-07,3.51e-06
1.06739916E12,2.27e-07,3.47e-06
1.06739922E12,2.35e-07,3.51e-06
1.06739928E12,2.38e-07,3.52e-06
1.06739934E12,2.36e-07,3.48e-06
1.0673994E12,2.35e-07,3.46e-06
1.06739946E12,2.35e-07,3.44e-06
1.06739952E12,2.36e-07,3.47e-06
1.06739958E12,2.34e-07,3.41e-06
1.06739964E12,2.36e-07,3.40e-06
1.0673997E12,2.43e-07,3.40e-06
1.06739976E12,2.43e-07,3.39e-06
1.06739982E12,2.42e-07,3.38e-06
1.06739988E12,2.43e-07,3.40e-06
1.06739994E12,2.52e-07,3.45e-06
1.0674E12,2.74e-07,3.57e-06
1.06740006E12,2.65e-07,3.59e-06
1.06740012E12,2.55e-07,3.55e-06
1.06740018E12,2.55e-07,3.56e-06
1.06740024E12,2.49e-07,3.54e-06
1.0674003E12,2.48e-07,3.54e-06
1.06740036E12,2.47e-07,3.54e-06
1.06740042E12,2.46e-07,3.54e-06
1.06740048E12,2.49e-07,3.58e-06
1.06740054E12,2.48e-07,3.62e-06
1.0674006E12,2.51e-07,3.67e-06
1.06740066E12,2.71e-07,3.81e-06
1.06740072E12,4.11e-07,4.43e-06
1.06740078E12,6.07e-07,5.16e-06
1.06740084E12,6.75e-07,5.68e-06
1.0674009E12,6.78e-07,5.96e-06
1.06740096E12,7.21e-07,6.22e-06
1.06740102E12,6.70e-07,6.25e-06
1.06740108E12,5.68e-07,6.04e-06
1.06740114E12,4.89e-07,5.79e-06
1.0674012E12,4.43e-07,5.62e-06
1.06740126E12,4.12e-07,5.48e-06
1.06740132E12,4.07e-07,5.40e-06
1.06740138E12,3.91e-07,5.27e-06
1.06740144E12,3.65e-07,5.06e-06
1.0674015E12,3.47e-07,4.93e-06
1.06740156E12,3.66e-07,5.01e-06
1.06740162E12,4.16e-07,5.30e-06
1.06740168E12,4.08e-07,5.30e-06
1.06740174E12,3.91e-07,5.20e-06
1.0674018E12,3.87e-07,5.09e-06
1.06740186E12,3.97e-07,5.07e-06
1.06740192E12,4.18e-07,5.11e-06
1.06740198E12,4.43e-07,5.16e-06
1.06740204E12,4.80e-07,5.28e-06
1.0674021E12,5.11e-07,5.41e-06
1.06740216E12,5.50e-07,5.57e-06
1.06740222E12,6.01e-07,5.75e-06
1.06740228E12,6.58e-07,5.98e-06
1.06740234E12,7.36e-07,6.30e-06
1.0674024E12,8.47e-07,6.67e-06
1.06740246E12,9.48e-07,7.01e-06
1.06740252E12,1.05e-06,7.33e-06
1.06740258E12,1.16e-06,7.69e-06
1.06740264E12,1.30e-06,8.15e-06
1.0674027E12,1.46e-06,8.65e-06
1.06740276E12,1.68e-06,9.31e-06
1.06740282E12,1.93e-06,1.01e-05
1.06740288E12,2.24e-06,1.11e-05
1.06740294E12,2.55e-06,1.22e-05
1.067403E12,2.86e-06,1.32e-05
1.06740306E12,3.20e-06,1.43e-05
1.06740312E12,3.53e-06,1.56e-05
1.06740318E12,3.95e-06,1.75e-05
1.06740324E12,4.40e-06,1.92e-05
1.0674033E12,4.95e-06,2.11e-05
1.06740336E12,5.45e-06,2.28e-05
1.06740342E12,5.85e-06,2.45e-05
1.06740348E12,6.27e-06,2.62e-05
1.06740354E12,6.52e-06,2.77e-05
1.0674036E12,6.65e-06,2.89e-05
1.06740366E12,6.76e-06,2.98e-05
1.06740372E12,6.76e-06,3.04e-05
1.06740378E12,6.92e-06,3.12e-05
1.06740384E12,6.97e-06,3.19e-05
1.0674039E12,6.97e-06,3.24e-05
1.06740396E12,6.93e-06,3.31e-05
1.06740402E12,6.76e-06,3.34e-05
1.06740408E12,6.76e-06,3.39e-05
1.06740414E12,6.76e-06,3.46e-05
1.0674042E12,6.67e-06,3.51e-05
1.06740426E12,6.49e-06,3.53e-05
1.06740432E12,6.35e-06,3.53e-05
1.06740438E12,6.31e-06,3.53e-05
1.06740444E12,6.14e-06,3.53e-05
1.0674045E12,6.03e-06,3.53e-05
1.06740456E12,5.86e-06,3.53e-05
1.06740462E12,5.73e-06,3.50e-05
1.06740468E12,5.58e-06,3.46e-05
1.06740474E12,5.45e-06,3.45e-05
1.0674048E12,5.31e-06,3.38e-05
1.06740486E12,5.12e-06,3.35e-05
1.06740492E12,4.94e-06,3.30e-05
1.06740498E12,4.80e-06,3.23e-05
1.06740504E12,4.62e-06,3.18e-05
1.0674051E12,4.49e-06,3.14e-05
1.06740516E12,4.32e-06,3.09e-05
1.06740522E12,4.16e-06,3.02e-05
1.06740528E12,4.06e-06,2.96e-05
1.06740534E12,3.87e-06,2.91e-05
1.0674054E12,3.76e-06,2.86e-05
1.06740546E12,3.66e-06,2.79e-05
1.06740552E12,3.51e-06,2.72e-05
1.06740558E12,3.46e-06,2.68e-05
1.06740564E12,3.40e-06,2.63e-05
1.0674057E12,3.31e-06,2.57e-05
1.06740576E12,3.23e-06,2.53e-05
1.06740582E12,3.26e-06,2.57e-05
1.06740588E12,3.18e-06,2.53e-05
1.06740594E12,3.07e-06,2.48e-05
1.067406E12,2.95e-06,2.42e-05
1.06740606E12,2.86e-06,2.35e-05
1.06740612E12,2.77e-06,2.30e-05
1.06740618E12,2.72e-06,2.27e-05
1.06740624E12,2.64e-06,2.20e-05
1.0674063E12,2.57e-06,2.17e-05
1.06740636E12,2.51e-06,2.13e-05
1.06740642E12,2.46e-06,2.10e-05
1.06740648E12,2.41e-06,2.05e-05
1.06740654E12,2.37e-06,2.05e-05
1.0674066E12,2.33e-06,2.03e-05
1.06740666E12,2.29e-06,1.98e-05
1.06740672E12,2.24e-06,1.98e-05
1.06740678E12,2.21e-06,1.97e-05
1.06740684E12,2.19e-06,1.91e-05
1.0674069E12,2.14e-06,1.90e-05
1.06740696E12,2.10e-06,1.90e-05
1.06740702E12,2.07e-06,1.88e-05
1.06740708E12,2.03e-06,1.83e-05
1.06740714E12,2.00e-06,1.83e-05
1.0674072E12,1.96e-06,1.80e-05
1.06740726E12,1.93e-06,1.76e-05
1.06740732E12,1.92e-06,1.76e-05
1.06740738E12,1.90e-06,1.76e-05
1.06740744E12,1.87e-06,1.76e-05
1.0674075E12,1.85e-06,1.76e-05
1.06740756E12,1.84e-06,1.76e-05
1.06740762E12,1.84e-06,1.76e-05
1.06740768E12,1.81e-06,1.75e-05
1.06740774E12,1.78e-06,1.69e-05
1.0674078E12,1.73e-06,1.68e-05
1.06740786E12,1.71e-06,1.68e-05
1.06740792E12,1.69e-06,1.68e-05
1.06740798E12,1.66e-06,1.68e-05
1.06740804E12,1.64e-06,1.61e-05
1.0674081E12,1.63e-06,1.61e-05
1.06740816E12,1.61e-06,1.61e-05
1.06740822E12,1.56e-06,1.54e-05
1.06740828E12,1.52e-06,1.54e-05
1.06740834E12,1.50e-06,1.48e-05
1.0674084E12,1.48e-06,1.46e-05
1.06740846E12,1.42e-06,1.43e-05
1.06740852E12,1.37e-06,1.39e-05
1.06740858E12,1.34e-06,1.36e-05
1.06740864E12,1.31e-06,1.32e-05
1.0674087E12,1.29e-06,1.31e-05
1.06740876E12,1.28e-06,1.31e-05
1.06740882E12,1.25e-06,1.31e-05
1.06740888E12,1.24e-06,1.25e-05
1.06740894E12,1.22e-06,1.24e-05
1.067409E12,1.21e-06,1.24e-05
1.06740906E12,1.20e-06,1.23e-05
1.06740912E12,1.19e-06,1.21e-05
1.06740918E12,1.18e-06,1.20e-05
1.06740924E12,1.16e-06,1.18e-05
1.0674093E12,1.15e-06,1.17e-05
1.06740936E12,1.13e-06,1.15e-05
1.06740942E12,1.12e-06,1.14e-05
1.06740948E12,1.12e-06,1.14e-05
1.06740954E12,1.09e-06,1.12e-05
1.0674096E12,1.08e-06,1.12e-05
1.06740966E12,1.06e-06,1.10e-05
1.06740972E12,1.05e-06,1.10e-05
1.06740978E12,1.03e-06,1.07e-05
1.06740984E12,1.03e-06,1.07e-05
1.0674099E12,1.00e-06,1.05e-05
1.06740996E12,9.82e-07,1.04e-05
1.06741002E12,9.91e-07,1.04e-05
1.06741008E12,9.77e-07,1.01e-05
1.06741014E12,9.46e-07,9.95e-06
1.0674102E12,9.35e-07,9.84e-06
1.06741026E12,9.20e-07,9.77e-06
1.06741032E12,9.14e-07,9.68e-06
1.06741038E12,8.99e-07,9.66e-06
1.06741044E12,8.97e-07,9.62e-06
1.0674105E12,9.16e-07,9.64e-06
1.06741056E12,9.75e-07,9.79e-06
1.06741062E12,1.03e-06,1.00e-05
1.06741068E12,1.07e-06,1.02e-05
1.06741074E12,1.06e-06,1.03e-05
1.0674108E12,1.05e-06,1.03e-05
1.06741086E12,1.04e-06,1.03e-05
1.06741092E12,1.01e-06,1.04e-05
1.06741098E12,9.89e-07,1.03e-05
1.06741104E12,9.57e-07,1.02e-05
1.0674111E12,9.48e-07,1.01e-05
1.06741116E12,9.55e-07,1.02e-05
1.06741122E12,9.75e-07,1.04e-05
1.06741128E12,9.62e-07,1.03e-05
1.06741134E12,1.01e-06,1.05e-05
1.0674114E12,1.04e-06,1.06e-05
1.06741146E12,1.15e-06,1.12e-05
1.06741152E12,1.35e-06,1.24e-05
1.06741158E12,1.31e-06,1.29e-05
1.06741164E12,1.18e-06,1.22e-05
1.0674117E12,1.02e-06,1.11e-05
1.06741176E12,1.00e-06,1.09e-05
1.06741182E12,9.82e-07,1.08e-05
1.06741188E12,9.82e-07,1.08e-05
1.06741194E12,9.84e-07,1.09e-05
1.067412E12,1.01e-06,1.10e-05
1.06741206E12,1.03e-06,1.12e-05
1.06741212E12,1.06e-06,1.14e-05
1.06741218E12,1.08e-06,1.16e-05
1.06741224E12,1.07e-06,1.16e-05
1.0674123E12,1.04e-06,1.16e-05
1.06741236E12,1.00e-06,1.15e-05
1.06741242E12,9.53e-07,1.13e-05
1.06741248E12,9.20e-07,1.11e-05
1.06741254E12,9.02e-07,1.10e-05
1.0674126E12,8.91e-07,1.08e-05
1.06741266E12,8.75e-07,1.07e-05
1.06741272E12,8.57e-07,1.07e-05
1.06741278E12,8.57e-07,1.06e-05
1.06741284E12,8.57e-07,1.07e-05
1.0674129E12,8.53e-07,1.06e-05
1.06741296E12,8.38e-07,1.06e-05
1.06741302E12,8.61e-07,1.06e-05
1.06741308E12,8.59e-07,1.06e-05
1.06741314E12,8.49e-07,1.06e-05
1.0674132E12,8.28e-07,1.06e-05
1.06741326E12,8.05e-07,1.05e-05
1.06741332E12,8.05e-07,1.04e-05
1.06741338E12,8.55e-07,1.05e-05
1.06741344E12,8.93e-07,1.06e-05
1.0674135E12,9.33e-07,1.08e-05
1.06741356E12,9.98e-07,1.10e-05
1.06741362E12,1.05e-06,1.12e-05
1.06741368E12,1.14e-06,1.15e-05
1.06741374E12,1.19e-06,1.17e-05
1.0674138E12,1.22e-06,1.19e-05
1.06741386E12,1.22e-06,1.20e-05
1.06741392E12,1.22e-06,1.22e-05
1.06741398E12,1.18e-06,1.21e-05
1.06741404E12,1.14e-06,1.21e-05
1.0674141E12,1.09e-06,1.20e-05
1.06741416E12,1.04e-06,1.18e-05
1.06741422E12,9.93e-07,1.17e-05
1.06741428E12,9.55e-07,1.15e-05
1.06741434E12,9.12e-07,1.13e-05
1.0674144E12,8.69e-07,1.11e-05
1.06741446E12,8.47e-07,1.10e-05
1.06741452E12,8.15e-07,1.08e-05
1.06741458E12,8.00e-07,1.06e-05
1.06741464E12,7.80e-07,1.05e-05
1.0674147E12,7.57e-07,1.03e-05
1.06741476E12,7.46e-07,1.02e-05
1.06741482E12,7.18e-07,9.95e-06
1.06741488E12,6.92e-07,9.71e-06
1.06741494E12,6.82e-07,9.55e-06
1.067415E12,6.78e-07,9.48e-06
1.06741506E12,6.64e-07,9.31e-06
1.06741512E12,6.50e-07,9.14e-06
1.06741518E12,6.27e-07,8.97e-06
1.06741524E12,6.11e-07,8.79e-06
1.0674153E12,6.11e-07,8.73e-06
1.06741536E12,6.08e-07,8.65e-06
1.06741542E12,6.11e-07,8.57e-06
1.06741548E12,6.19e-07,8.51e-06
1.06741554E12,6.30e-07,8.45e-06
1.0674156E12,6.56e-07,8.51e-06
1.06741566E12,6.64e-07,8.63e-06
1.06741572E12,6.28e-07,8.51e-06
1.06741578E12,5.93e-07,8.30e-06
1.06741584E12,5.78e-07,8.17e-06
1.0674159E12,5.46e-07,7.94e-06
1.06741596E12,5.53e-07,7.89e-06
1.06741602E12,6.19e-07,8.13e-06
1.06741608E12,6.14e-07,8.11e-06
1.06741614E12,5.92e-07,8.00e-06
1.0674162E12,5.47e-07,7.73e-06
1.06741626E12,5.14e-07,7.48e-06
1.06741632E12,4.88e-07,7.26e-06
1.06741638E12,4.69e-07,7.06e-06
1.06741644E12,4.53e-07,6.93e-06
1.0674165E12,4.39e-07,6.76e-06
1.06741656E12,4.25e-07,6.62e-06
1.06741662E12,3.96e-07,6.47e-06
1.06741668E12,4.04e-07,6.35e-06
1.06741674E12,4.00e-07,6.27e-06
1.0674168E12,3.89e-07,6.17e-06
1.06741686E12,3.89e-07,6.17e-06
1.06741692E12,3.87e-07,6.10e-06
1.06741698E12,3.90e-07,6.07e-06
1.06741704E12,4.07e-07,6.18e-06
1.0674171E12,4.54e-07,6.43e-06
1.06741716E12,5.35e-07,6.81e-06
1.06741722E12,5.27e-07,6.85e-06
1.06741728E12,5.08e-07,6.79e-06
1.06741734E12,4.94e-07,6.79e-06
1.0674174E12,4.58e-07,6.61e-06
1.06741746E12,4.42e-07,6.52e-06
1.06741752E12,4.20e-07,6.35e-06
1.06741758E12,4.06e-07,6.22e-06
1.06741764E12,3.94e-07,6.19e-06
1.0674177E12,3.76e-07,6.01e-06
1.06741776E12,3.76e-07,5.94e-06
1.06741782E12,4.37e-07,6.27e-06
1.06741788E12,4.14e-07,6.30e-06
1.06741794E12,3.81e-07,6.14e-06
1.067418E12,3.68e-07,6.08e-06
1.06741806E12,3.67e-07,6.01e-06
1.06741812E12,3.72e-07,5.98e-06
1.06741818E12,3.87e-07,6.05e-06
1.06741824E12,3.88e-07,6.10e-06
1.0674183E12,3.87e-07,6.07e-06
1.06741836E12,3.87e-07,6.04e-06
1.06741842E12,3.68e-07,5.93e-06
1.06741848E12,3.59e-07,5.81e-06
1.06741854E12,3.42e-07,5.71e-06
1.0674186E12,3.31e-07,5.65e-06
1.06741866E12,3.38e-07,5.68e-06
1.06741872E12,3.39e-07,5.66e-06
1.06741878E12,3.29e-07,5.60e-06
1.06741884E12,3.29e-07,5.57e-06
1.0674189E12,3.39e-07,5.64e-06
1.06741896E12,3.52e-07,5.68e-06
1.06741902E12,3.39e-07,5.60e-06
1.06741908E12,3.29e-07,5.56e-06
1.06741914E12,3.23e-07,5.53e-06
1.0674192E12,3.17e-07,5.45e-06
1.06741926E12,3.17e-07,5.43e-06
1.06741932E12,3.09e-07,5.40e-06
1.06741938E12,3.04e-07,5.33e-06
1.06741944E12,2.98e-07,5.28e-06
1.0674195E12,2.94e-07,5.24e-06
1.06741956E12,2.90e-07,5.20e-06
1.06741962E12,2.83e-07,5.15e-06
1.06741968E12,2.88e-07,5.18e-06
1.06741974E12,2.94e-07,5.21e-06
1.0674198E12,3.05e-07,5.25e-06
1.06741986E12,3.54e-07,5.55e-06
1.06741992E12,4.40e-07,5.97e-06
1.06741998E12,4.83e-07,6.27e-06
1.06742004E12,4.61e-07,6.35e-06
1.0674201E12,4.22e-07,6.25e-06
1.06742016E12,3.80e-07,6.07e-06
1.06742022E12,3.66e-07,5.97e-06
1.06742028E12,3.40e-07,5.81e-06
1.06742034E12,3.18e-07,5.66e-06
1.0674204E12,3.09e-07,5.60e-06
1.06742046E12,3.18e-07,5.61e-06
1.06742052E12,3.26e-07,5.62e-06
1.06742058E12,3.12e-07,5.53e-06
1.06742064E12,2.99e-07,5.45e-06
1.0674207E12,2.92e-07,5.36e-06
1.06742076E12,2.88e-07,5.31e-06
1.06742082E12,2.86e-07,5.28e-06
1.06742088E12,2.89e-07,5.30e-06
1.06742094E12,2.90e-07,5.30e-06
1.067421E12,2.95e-07,5.32e-06
1.06742106E12,3.00e-07,5.35e-06
1.06742112E12,3.02e-07,5.37e-06
1.06742118E12,3.20e-07,5.40e-06
1.06742124E12,3.24e-07,5.47e-06
1.0674213E12,3.01e-07,5.35e-06
1.06742136E12,2.93e-07,5.32e-06
1.06742142E12,2.88e-07,5.35e-06
1.06742148E12,2.95e-07,5.27e-06
1.06742154E12,2.82e-07,5.21e-06
1.0674216E12,2.75e-07,5.20e-06
1.06742166E12,2.77e-07,5.19e-06
1.06742172E12,2.69e-07,5.13e-06
1.06742178E12,2.72e-07,5.12e-06
1.06742184E12,2.81e-07,5.20e-06
1.0674219E12,2.75e-07,5.20e-06
1.06742196E12,2.73e-07,5.15e-06
1.06742202E12,2.83e-07,5.22e-06
1.06742208E12,2.76e-07,5.24e-06
1.06742214E12,2.85e-07,5.25e-06
1.0674222E12,3.11e-07,5.36e-06
1.06742226E12,3.32e-07,5.53e-06
1.06742232E12,3.42e-07,5.65e-06
1.06742238E12,3.45e-07,5.70e-06
1.06742244E12,3.56e-07,5.78e-06
1.0674225E12,3.38e-07,5.68e-06
1.06742256E12,3.12e-07,5.52e-06
1.06742262E12,2.87e-07,5.40e-06
1.06742268E12,2.81e-07,5.28e-06
1.06742274E12,2.82e-07,5.19e-06
1.0674228E12,2.72e-07,5.08e-06
1.06742286E12,2.70e-07,5.05e-06
1.06742292E12,2.78e-07,5.01e-06
1.06742298E12,2.69e-07,4.91e-06
1.06742304E12,2.44e-07,4.78e-06
1.0674231E12,2.26e-07,4.69e-06
1.06742316E12,2.43e-07,4.73e-06
1.06742322E12,2.65e-07,4.85e-06
1.06742328E12,2.64e-07,4.85e-06
1.06742334E12,2.66e-07,4.86e-06
1.0674234E12,2.77e-07,4.92e-06
1.06742346E12,2.87e-07,4.98e-06
1.06742352E12,2.87e-07,5.02e-06
1.06742358E12,2.84e-07,4.99e-06
1.06742364E12,2.85e-07,5.00e-06
1.0674237E12,2.86e-07,5.05e-06
1.06742376E12,2.80e-07,5.01e-06
1.06742382E12,2.84e-07,5.01e-06
1.06742388E12,2.69e-07,4.95e-06
1.06742394E12,2.55e-07,4.89e-06
1.067424E12,2.53e-07,4.84e-06
1.06742406E12,2.49e-07,4.78e-06
1.06742412E12,2.43e-07,4.68e-06
1.06742418E12,2.42e-07,4.67e-06
1.06742424E12,2.39e-07,4.62e-06
1.0674243E12,2.33e-07,4.56e-06
1.06742436E12,2.28e-07,4.49e-06
1.06742442E12,2.27e-07,4.45e-06
1.06742448E12,2.28e-07,4.43e-06
1.06742454E12,2.20e-07,4.37e-06
1.0674246E12,2.19e-07,4.36e-06
1.06742466E12,2.35e-07,4.43e-06
1.06742472E12,2.54e-07,4.52e-06
1.06742478E12,2.71e-07,4.63e-06
1.06742484E12,2.68e-07,4.66e-06
1.0674249E12,2.51e-07,4.62e-06
1.06742496E12,2.52e-07,4.62e-06
1.06742502E12,2.52e-07,4.61e-06
1.06742508E12,2.42e-07,4.58e-06
1.06742514E12,2.44e-07,4.62e-06
1.0674252E12,2.36e-07,4.56e-06
1.06742526E12,2.61e-07,4.68e-06
1.06742532E12,2.55e-07,4.67e-06
1.06742538E12,2.68e-07,4.74e-06
1.06742544E12,2.47e-07,4.67e-06
1.0674255E12,2.33e-07,4.55e-06
1.06742556E12,2.23e-07,4.48e-06
1.06742562E12,2.18e-07,4.45e-06
1.06742568E12,2.11e-07,4.38e-06
1.06742574E12,2.08e-07,4.33e-06
1.0674258E12,2.07e-07,4.33e-06
